element,result
1,-5.364418029785156E-7
2,5.066394805908203E-7
3,-0.0000015497207641601562
4,0.0000015497207641601562
5,0.000004537403583526611
6,0.0000034570693969726562
7,-0.000006556510925292969
8,-2.384185791015625E-7
9,-0.0000073909759521484375
10,0.000003039836883544922
11,-4.76837158203125E-7
12,0.000007152557373046875
13,0.000008940696716308594
14,-0.000010073184967041016
15,-0.00001609325408935547
16,-0.00002512335777282715
17,-0.00004774332046508789
18,0.000026434659957885742
19,-0.00009006261825561523
20,0.000052988529205322266
21,0.000003814697265625
22,0.000008106231689453125
23,0.000014901161193847656
24,0.00004221498966217041
25,0.00002866983413696289
26,0.00003400444984436035
27,0.00018024444580078125
28,-0.000013500452041625977
29,-0.00009995698928833008
30,-0.00009459257125854492
31,0.000005900859832763672
32,-0.00006866455078125
33,-0.00006473064422607422
34,0.00016190111637115479
35,-0.0001863241195678711
36,0.003152906894683838
37,0.002034485340118408
38,-0.0038714706897735596
39,-0.0012819021940231323
40,0.0005543231964111328
41,0.0004292726516723633
42,-0.001552283763885498
43,-0.004897594451904297
44,0.0026134252548217773
45,-0.003816068172454834
46,-0.005926191806793213
47,0.004111230373382568
48,0.0026567578315734863
49,-0.0032462477684020996
50,0.0022240877151489258
51,0.003571629524230957
52,0.002297505736351013
53,0.002812519669532776
54,0.0015664175152778625
55,0.004949212074279785
56,0.0019364356994628906
57,0.0016946792602539062
58,-0.005426764488220215
59,0.0018367767333984375
60,-0.0022737979888916016
61,-0.0020534396171569824
62,-0.0025559961795806885
63,0.0008289217948913574
64,-0.00300520658493042
65,0.014053910970687866
66,-0.007545590400695801
67,-0.006575301289558411
68,0.0002638101577758789
69,-0.0005739331245422363
70,0.003201216459274292
71,-0.0032019615173339844
72,-0.0011407732963562012
73,-0.00012063980102539062
74,-0.00008499622344970703
75,0.0029263198375701904
76,-0.0050969719886779785
77,0.0022705793380737305
78,0.0007674694061279297
79,0.005179286003112793
80,-0.007656395435333252
81,-0.0007306933403015137
82,0.007553309202194214
83,0.0027585476636886597
84,-0.0018724799156188965
85,-0.006548881530761719
86,-0.0004512965679168701
87,0.00275266170501709
88,-0.002515733242034912
89,-0.00403517484664917
90,-0.005040407180786133
91,-0.00044673681259155273
92,0.009013473987579346
93,0.004189521074295044
94,-0.004820287227630615
95,-0.0013474225997924805
96,-0.00806891918182373
97,-0.0028301775455474854
98,0.003588404506444931
99,-0.003731846809387207
100,-0.004634186625480652
101,0.0007575303316116333
102,-0.0018206238746643066
103,0.000983119010925293
104,0.0027230530977249146
105,0.0007696747779846191
106,0.007453560829162598
107,-0.000941932201385498
108,-0.00007209181785583496
109,-0.0023640990257263184
110,-0.002682030200958252
111,0.0011049509048461914
112,-0.0025506019592285156
113,0.003998458385467529
114,-0.000038176774978637695
115,-0.0029064416885375977
116,0.0012940019369125366
117,0.0025051236152648926
118,0.004131287336349487
119,0.0031509846448898315
120,-0.0036910176277160645
121,0.011968910694122314
122,-0.0037342309951782227
123,0.0004044771194458008
124,-0.004342019557952881
125,-0.003554046154022217
126,0.00447767972946167
127,0.0019822418689727783
128,0.004740580916404724
129,0.0013424158096313477
130,0.0010387897491455078
131,0.0006730556488037109
132,0.0011965632438659668
133,-0.0034713447093963623
134,0.005827128887176514
135,-0.0026360750198364258
136,-0.0003113746643066406
137,-0.002346247434616089
138,-0.004906207323074341
139,0.007022440433502197
140,0.0000743865966796875
141,-0.010224461555480957
142,0.002890944480895996
143,-0.0055792927742004395
144,-0.0010236650705337524
145,0.0016179084777832031
146,0.004622101783752441
147,0.0005828738212585449
148,0.008167564868927002
149,0.0004209280014038086
150,-0.00008194148540496826
151,-0.0008885860443115234
152,0.00025781989097595215
153,0.0068280696868896484
154,-0.004995763301849365
155,-0.00014907121658325195
156,0.0030612051486968994
157,-0.004881083965301514
158,-0.007435545325279236
159,0.002683863043785095
160,-0.008699595928192139
161,0.000055670738220214844
162,0.0029369592666625977
163,-0.0024083852767944336
164,-0.004065454006195068
165,0.00341188907623291
166,-0.0004974156618118286
167,-0.00014156103134155273
168,0.005627423524856567
169,0.005193978548049927
170,0.002828270196914673
171,-0.004434660077095032
172,-0.00029659271240234375
173,-0.0004604160785675049
174,0.0007313340902328491
175,-0.0011699199676513672
176,0.003958940505981445
177,0.0006666779518127441
178,-0.00040835142135620117
179,0.00578683614730835
180,0.0006475448608398438
181,0.002491891384124756
182,0.0007722526788711548
183,0.000001519918441772461
184,0.0012232661247253418
185,0.0005981922149658203
186,-0.0037264227867126465
187,0.004407972097396851
188,-0.007979214191436768
189,-0.004515409469604492
190,0.0011336803436279297
191,0.0009554624557495117
192,-0.0027434825897216797
193,0.000668644905090332
194,-0.003199458122253418
195,-0.0007103681564331055
196,0.002431347966194153
197,0.0029591619968414307
198,0.00039577484130859375
199,-0.0012285709381103516
200,0.002015233039855957
