element,result
1,-7.748603820800781E-7
2,0.000001430511474609375
3,4.76837158203125E-7
4,0.000002562999725341797
5,7.152557373046875E-7
6,-0.0000034570693969726562
7,-0.00000476837158203125
8,0.000016510486602783203
9,-0.0000014901161193847656
10,-0.000053882598876953125
11,0.00006824731826782227
12,-0.0001785755157470703
13,-0.00027120113372802734
14,0.00019252300262451172
15,-0.00014340877532958984
16,0.000087738037109375
17,-0.0001392364501953125
18,-0.0004609823226928711
19,-0.000022649765014648438
20,-0.00043594837188720703
21,0.000021576881408691406
22,-0.0006327629089355469
23,-0.000007152557373046875
24,-0.0004164576530456543
25,-0.000720679759979248
26,-0.00048357248306274414
27,-0.00044029951095581055
28,-0.00007468461990356445
29,-0.000906527042388916
30,-0.000041365623474121094
31,0.0008281469345092773
32,0.001357346773147583
33,-0.00003159046173095703
34,0.00039136409759521484
35,0.0009368062019348145
36,0.000232696533203125
37,-0.0005669593811035156
38,-0.000611722469329834
39,0.0006737709045410156
40,0.00039768218994140625
41,-0.0006375312805175781
42,-0.00060272216796875
43,-0.0003457069396972656
44,0.001255631446838379
45,-0.0008899569511413574
46,-0.0016120970249176025
47,0.0004737973213195801
48,0.0007055997848510742
49,0.001077890396118164
50,-0.0006945133209228516
51,0.0008513927459716797
52,-0.00018215179443359375
53,-0.00019860267639160156
54,-0.0009496212005615234
55,0.0005311071872711182
56,0.0003973841667175293
57,-0.00008794665336608887
58,0.00013023614883422852
59,0.00035268068313598633
60,0.000731050968170166
61,0.001132965087890625
62,0.0005401372909545898
63,0.00042045116424560547
64,0.0006075501441955566
65,-0.0015155971050262451
66,-0.00014156103134155273
67,-0.00004500150680541992
68,0.0011940598487854004
69,-0.00042688846588134766
70,0.00030624866485595703
71,0.001299738883972168
72,0.0008344650268554688
73,0.0005786418914794922
74,0.00016796588897705078
75,0.00045692920684814453
76,-0.0004907846450805664
77,-0.00003743171691894531
78,0.00038111209869384766
79,-0.00002110004425048828
80,-0.0002945065498352051
81,0.0004037618637084961
82,-0.0008605718612670898
83,-0.00007927417755126953
84,-0.0012702345848083496
85,-0.00009363889694213867
86,0.00032848119735717773
87,0.0005419254302978516
88,0.0002884864807128906
89,-0.0005077123641967773
90,-0.0008366703987121582
91,-0.0005078315734863281
92,-0.0017417669296264648
93,-0.0004899501800537109
94,0.0012860298156738281
95,-0.0007251501083374023
96,-0.0003743171691894531
97,-0.0006098747253417969
98,0.000310361385345459
99,0.0001443624496459961
100,0.00007426738739013672
101,0.000908970832824707
102,-0.00008577108383178711
103,-0.00038617849349975586
104,-0.00021064281463623047
105,0.0006982088088989258
106,0.00026428699493408203
107,-0.0007789433002471924
108,-0.000897526741027832
109,0.0005621910095214844
110,0.0008614659309387207
111,-0.0003998875617980957
112,-0.00016897916793823242
113,0.00018978118896484375
114,0.0006334185600280762
115,0.0005900859832763672
116,-0.00043970346450805664
117,0.0006860494613647461
118,-0.00040084123611450195
119,-0.0008769631385803223
120,0.0007491111755371094
121,0.00011008977890014648
122,-0.0016277432441711426
123,-0.0014621615409851074
124,-0.0003571510314941406
125,0.0008185207843780518
126,-0.00046312808990478516
127,0.00170135498046875
128,0.0000889897346496582
129,0.0004335641860961914
130,0.0003935694694519043
131,-0.00039583444595336914
132,-0.0002903938293457031
133,-0.0006341636180877686
134,0.0007506012916564941
135,0.0008511543273925781
136,0.0007187128067016602
137,-0.00040471553802490234
138,0.0011743903160095215
139,0.001171708106994629
140,0.0010480284690856934
141,-0.00048166513442993164
142,-0.0007181763648986816
143,-0.0006881356239318848
144,-0.0017902255058288574
145,0.000686347484588623
146,0.00003457069396972656
147,0.0003631114959716797
148,0.0001900792121887207
149,0.0005713701248168945
150,0.00025521963834762573
