element,result
1,-1.1920928955078125E-7
2,-2.682209014892578E-7
3,2.9802322387695312E-8
4,1.7881393432617188E-7
5,9.5367431640625E-7
6,-7.748603820800781E-7
7,-0.0000014901161193847656
8,0.0000029206275939941406
9,3.5762786865234375E-7
10,0.000004380941390991211
11,-0.0000011324882507324219
12,-0.000003814697265625
13,0.000016570091247558594
14,-8.791685104370117E-7
15,3.5762786865234375E-7
16,-0.000002562999725341797
17,-0.000004202127456665039
18,-0.000004589557647705078
19,-0.000006973743438720703
20,-0.000010147690773010254
21,0.0000025033950805664062
22,0.0000029206275939941406
23,-0.0000036954879760742188
24,0.000004947185516357422
25,0.00000817328691482544
26,0.000006705522537231445
27,-0.000009834766387939453
28,0.000005543231964111328
29,-0.0000022649765014648438
30,0.000012814998626708984
31,-0.000020444393157958984
32,0.000010073184967041016
33,0.000005692243576049805
34,-0.000003814697265625
35,0.0000068247318267822266
36,-6.556510925292969E-7
37,0.000016480684280395508
38,-0.000011324882507324219
39,-0.000005543231964111328
40,-0.00003075599670410156
41,0.000007510185241699219
42,0.00000476837158203125
43,0.000009328126907348633
44,0.000011205673217773438
45,0.000033795833587646484
46,0.00006148219108581543
47,0.000005900859832763672
48,0.00000667572021484375
49,-0.00001537799835205078
50,0.00003197789192199707
51,-0.00005838274955749512
52,-0.00003796815872192383
53,-0.000004127621650695801
54,-0.00012764334678649902
55,0.000006496906280517578
56,-0.00006270408630371094
57,-0.0000016093254089355469
58,-0.000037610530853271484
59,-0.000054776668548583984
60,-0.00004941225051879883
61,0.00002709031105041504
62,0.00010120868682861328
63,-0.000022590160369873047
64,-0.000003993511199951172
65,-0.000016927719116210938
66,0.000009000301361083984
67,0.000006258487701416016
68,-0.00005809217691421509
69,-0.000016242265701293945
70,-0.000037550926208496094
71,-0.00003921985626220703
72,-0.00012922286987304688
73,-0.00007450580596923828
74,0.00006064772605895996
75,-0.000018149614334106445
76,-0.00003144890069961548
77,-0.0000273287296295166
78,0.00009289383888244629
79,-0.00008612871170043945
80,0.00007230043411254883
81,-0.000048279762268066406
82,-0.00009340047836303711
83,0.00002205371856689453
84,0.00007987022399902344
85,0.000002734363079071045
86,-0.000013142824172973633
87,-0.00007267296314239502
88,0.00006681680679321289
89,-0.00005334615707397461
90,0.0000629425048828125
91,-0.000034183263778686523
92,-0.000010251998901367188
93,0.00016683340072631836
94,0.0001061558723449707
95,-0.00013211369514465332
96,-0.000028252601623535156
97,0.00012385845184326172
98,-0.00007665157318115234
99,0.00012512505054473877
100,0.00010472536087036133
