element,result
1,1.1920928955078125E-7
2,-0.0000012367963790893555
3,-0.0000540614128112793
4,-0.00008684396743774414
5,0.000046879053115844727
6,0.00009840726852416992
7,0.000004589557647705078
8,-0.00003707408905029297
9,-0.0000016987323760986328
10,0.000329434871673584
11,0.00017148256301879883
12,-0.0006635189056396484
13,0.00013309717178344727
14,-0.00044083595275878906
15,0.00025278329849243164
16,-0.0011193156242370605
17,0.0013683438301086426
18,-0.00027179718017578125
19,-0.000476151704788208
20,-0.0006032586097717285
21,0.0003981292247772217
22,0.0011577010154724121
23,0.00012159347534179688
24,0.00008791685104370117
25,0.0007281303405761719
26,-0.0005480647087097168
27,0.00046941637992858887
28,-0.0006181001663208008
29,0.0000014901161193847656
30,-0.0006110072135925293
31,-0.000986337661743164
32,0.000682830810546875
33,0.0001697838306427002
34,0.00010481476783752441
35,0.0015808939933776855
36,0.0007047653198242188
37,0.000809788703918457
38,0.0007002353668212891
39,-0.001805424690246582
40,-0.00036215782165527344
41,0.002797544002532959
42,-0.0012190937995910645
43,0.002525150775909424
44,0.0006304383277893066
45,-0.0007031559944152832
46,0.0028748512268066406
47,0.0006945133209228516
48,-0.0013598799705505371
49,0.0005886852741241455
50,-0.0009572505950927734
51,0.0022956132888793945
52,-0.0010857582092285156
53,0.0028622448444366455
54,0.0005117058753967285
55,-0.0010919570922851562
56,-0.0012362003326416016
57,0.00047767162322998047
58,0.0029293298721313477
59,0.000013396143913269043
60,-0.0004563331604003906
61,-0.0000286102294921875
62,-0.0015937387943267822
63,0.0020532608032226562
64,-0.001253962516784668
65,-0.0013221502304077148
66,0.0008214414119720459
67,0.0009871125221252441
68,0.003638744354248047
69,-0.003226637840270996
70,0.0020159482955932617
71,0.0021209120750427246
72,0.0006636977195739746
73,-0.004943370819091797
74,-0.0002897977828979492
75,-0.001116633415222168
76,0.0011865794658660889
77,0.001143038272857666
78,-0.00030305981636047363
79,0.0008808374404907227
80,-0.0004075765609741211
81,-0.0003172755241394043
82,-0.0027010440826416016
83,-0.0017431080341339111
84,-0.0011867284774780273
85,-0.001870274543762207
86,-0.0010288059711456299
87,-0.0006446242332458496
88,0.0015088915824890137
89,0.0009166598320007324
90,0.0002244114875793457
91,0.003261089324951172
92,0.00007557868957519531
93,-0.0004501938819885254
94,0.0010619163513183594
95,-0.0005085468292236328
96,-0.0011873245239257812
97,-0.0018942952156066895
98,-0.0024739503860473633
99,-0.000038683414459228516
100,0.0028281807899475098
101,-0.001179814338684082
102,-0.0006973743438720703
103,-0.0010755658149719238
104,-0.0012419819831848145
105,0.0004944205284118652
106,-0.002347707748413086
107,0.00036028027534484863
108,0.0020315051078796387
109,-0.00006192922592163086
110,0.0024412870407104492
111,-0.0019742250442504883
112,0.0005075931549072266
113,-0.000716865062713623
114,0.0018440485000610352
115,0.0020760297775268555
116,0.003493070602416992
117,0.0011523962020874023
118,0.0005538463592529297
119,-0.0026921629905700684
120,0.0026197433471679688
121,-0.0018528401851654053
122,0.0009237825870513916
123,0.0012735724449157715
124,-0.0019074678421020508
125,-0.0024927854537963867
126,-0.001438915729522705
127,0.00017052888870239258
128,0.00017786026000976562
129,0.00012624263763427734
130,0.00014984607696533203
131,0.0008168816566467285
132,-0.0010869503021240234
133,0.0013489127159118652
134,-0.00017684698104858398
135,0.0019765496253967285
136,-0.0016719698905944824
137,-0.0012587308883666992
138,-0.00046175718307495117
139,-0.00012046098709106445
140,-0.0009527802467346191
141,-0.00297391414642334
142,-0.0023919343948364258
143,-0.0018748641014099121
144,0.002227962017059326
145,0.0029934048652648926
146,0.00030297040939331055
147,0.0024760961532592773
148,-0.0010792016983032227
149,0.0009367465972900391
150,-0.0010018348693847656
151,-0.0027742981910705566
152,0.0005495250225067139
153,0.0007655024528503418
154,0.002862006425857544
155,-0.0007981657981872559
156,0.0008707642555236816
157,0.0019497871398925781
158,0.005632221698760986
159,-0.0014081001281738281
160,-0.001051783561706543
161,0.0017614960670471191
162,0.0030584335327148438
163,0.00045984983444213867
164,0.0001528710126876831
165,0.0018480420112609863
166,-0.0038556456565856934
167,-0.0025184154510498047
168,-0.0003414154052734375
169,-0.0006973743438720703
170,-0.0049623847007751465
171,0.0005173683166503906
172,-0.001598060131072998
173,0.00027886033058166504
174,0.002217531204223633
175,0.0001989603042602539
176,0.005237877368927002
177,0.002856120467185974
178,0.0009624958038330078
179,-0.0008093416690826416
180,0.0034772753715515137
181,0.0022025108337402344
182,0.0010380744934082031
183,0.0015227794647216797
184,0.0013014674186706543
185,0.00022292137145996094
186,-0.0005308985710144043
187,0.005379438400268555
188,-0.004434704780578613
189,-0.0007162690162658691
190,0.000998377799987793
191,0.000008344650268554688
192,-0.00032782554626464844
193,-0.001017451286315918
194,-0.0002250075340270996
195,0.0023923516273498535
196,0.00364115834236145
197,-0.0010050535202026367
198,-0.0015562772750854492
199,0.003476470708847046
200,-0.0023843050003051758
201,-0.0026705265045166016
202,0.0011982321739196777
203,-0.0017592310905456543
204,-0.0018191337585449219
205,0.0021751224994659424
206,0.0021712779998779297
207,-0.001984238624572754
208,-0.0012897253036499023
209,0.00010269880294799805
210,0.00018352270126342773
211,-0.0015214085578918457
212,0.0021147727966308594
213,-0.00008064508438110352
214,0.0025210976600646973
215,0.0007768869400024414
216,-0.0015066862106323242
217,0.0010593533515930176
218,-0.0042458176612854
219,0.0003814697265625
220,0.0033115148544311523
221,-0.002590000629425049
222,-0.003462880849838257
223,0.002291858196258545
224,0.0010926127433776855
225,-0.0010164380073547363
226,0.002647578716278076
227,0.0015964508056640625
228,0.0013580322265625
229,0.002246379852294922
230,0.0005730390548706055
231,0.0005786418914794922
232,-0.0015810132026672363
233,-0.0026699304580688477
234,0.0011318325996398926
235,0.00011622905731201172
236,-0.0029207468032836914
237,0.0004261434078216553
238,-0.0017857551574707031
239,0.0008412003517150879
240,0.0066419243812561035
241,-0.0003985464572906494
242,-0.0018721818923950195
243,0.0030479729175567627
244,0.0039506107568740845
245,0.0013175606727600098
246,-0.0029945727437734604
247,0.0020198822021484375
248,-0.003961920738220215
249,0.0003083348274230957
250,0.0003110170364379883
